ChEMBL ID,SMILES,MW,IC50,Standard Units,Target ChEMBL ID,Target Name,IC50_nM
CHEMBL3672075,COc1nn2cc(-c3c(F)cccc3F)c(-c3ccc(CN4CCC(c5n[nH]c(-c6cccc(C)n6)n5)CC4)cc3)nc2c1CO,622.68,18.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,18.0
CHEMBL3672086,CSc1nc2nc(-c3ccc(CN4CCC(c5n[nH]c(-c6ncccn6)n5)CC4)cc3)c(-c3ccccc3)cn2n1,560.69,77.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,77.0
CHEMBL261204,c1ccc(-c2nnc[nH]2)c(Nc2ncnc3[nH]ccc23)c1,277.29,210.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,210.0
CHEMBL258837,N#Cc1c[nH]c2ncnc(N3CC4(CCNCC4)c4ccccc43)c12,330.4,2.4,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2.4
CHEMBL411276,c1ccc(Cc2c[nH]c3ncnc(N4CC5(CCNCC5)c5ccccc54)c23)cc1,395.51,1330.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1330.0
CHEMBL395080,COc1cc(-c2ccc3c(c2)Nc2ccc(CC(=O)Nc4ccc(N5CCOCC5)cc4)cc2NC3=O)ccc1N,549.63,880.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,880.0
CHEMBL227367,Cc1n[nH]c2ccc(-c3cncc(OC[C@@H](N)Cc4ccc(Br)c(F)c4)c3)cc12,455.33,1.3,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1.3
CHEMBL599428,Cn1nc(C(N)=O)c2c1-c1nc(NC3CCN(C(=O)c4ccccc4)CC3)ncc1CC2,431.5,10000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,10000.0
CHEMBL2325733,NC1(C(=O)NC(CS(N)(=O)=O)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,477.98,12.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,12.0
CHEMBL5907432,NC1(C(=O)NC(Cn2cccn2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,464.96,23.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,23.0
CHEMBL5776584,NC1(C(=O)N[C@H](CCCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,442.95,240.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,240.0
CHEMBL6028902,NC1(C(=O)N[C@@H](CCO)c2ccccc2)CCN(c2ncnc3[nH]ccc23)CC1,394.48,59.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,59.0
CHEMBL5849633,NC1(C(=O)N[C@@H](CCO)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]nc(Br)c23)CC1,508.81,14.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,14.0
CHEMBL5786800,Cc1c[nH]c2ncnc(N3CCC(N)(C(=O)N[C@@H](CCO)c4ccc(Cl)cc4)CC3)c12,442.95,14.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,14.0
CHEMBL5819896,Cc1c[nH]c2ncnc(N3CCC(N)(C(=O)N[C@@H](C)c4ccc(Cl)cc4)CC3)c12,412.93,19.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,19.0
CHEMBL2325987,CC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(F)cc1,382.44,8.9,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,8.9
CHEMBL2325995,NC1(C(=O)NC(CCCN2CCOCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,512.06,5.6,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,5.6
CHEMBL206708,N[C@H](COc1cncc(/C=C/c2ccnc(-n3ccc4ccccc43)c2)c1)Cc1c[nH]c2ccccc12,485.59,3340.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,3340.0
CHEMBL381075,Nc1cc(/C=C/c2cncc(OC[C@@H](N)Cc3c[nH]c4ccccc34)c2)ccn1,385.47,121.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,121.0
CHEMBL205415,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1cncc(/C=C/c2ccncc2)c1,383.46,278.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,278.0
CHEMBL202893,CN(C)[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,398.51,1100.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1100.0
CHEMBL204012,Cn1cc(C[C@H](N)COc2cncc(/C=C/c3ccncc3)c2)c2ccccc21,384.48,500.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,500.0
CHEMBL381328,N[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1ccc2ccccc2c1,381.48,146.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,146.0
CHEMBL205410,N#Cc1cccc(C[C@H](N)COc2cncc(/C=C/c3ccncc3)c2)c1,356.43,320.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,320.0
CHEMBL1256447,COCCC(=O)N1CCN(c2ccc(Nc3ccnc4ccc(-c5cnc6ccccc6c5)cc34)cc2C(F)(F)F)CC1,585.63,300.0,nM,CHEMBL4005,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",300.0
CHEMBL469781,Cc1cc(C(=O)NC(CN)c2ccccc2)sc1-c1ccnc2[nH]ccc12,376.49,8.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,8.0
CHEMBL206581,N[C@H](COc1cncc(-c2ccc(-c3nn[nH]n3)cc2)c1)Cc1c[nH]c2ccccc12,411.47,33160.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,33160.0
CHEMBL377771,N[C@H](COc1cncc(-c2nc(-c3ccncc3)cs2)c1)Cc1ccccc1,388.5,9870.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,9870.0
CHEMBL383541,N[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,370.46,14.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,14.0
CHEMBL383541,N[C@H](COc1cncc(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,370.46,3000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,3000.0
CHEMBL1940999,O=C(CCCn1[se]c2ccccc2c1=O)N[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,445.33,880.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,880.0
CHEMBL605733,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4ccccc4)cnc3-c3cc(Cl)ccc3O)cc12,484.99,3.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,3.0
CHEMBL360333,N#Cc1cnc(-c2ccc(CNCc3ccc(-c4csnn4)cc3)cc2)c(-c2ccccc2)c1,459.58,1288.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1288.0
CHEMBL369094,N#Cc1cnc(-c2ccc(CN3CCC(c4nc5ccccc5[nH]4)CC3)cc2)c(-c2ccccc2)c1,469.59,1471.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1471.0
CHEMBL178445,c1ccc(-c2cc(-c3nn[nH]n3)cnc2-c2ccc(CN3CCC(n4cnc5ccccc54)CC3)cc2)cc1,512.62,4237.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,4237.0
CHEMBL1170263,Cc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(Cl)cc4)C3)c12,384.87,1950.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1950.0
CHEMBL1169623,N[C@]1(CNC(=O)c2ccc(F)cc2F)CCN(c2ncnc3[nH]cc(Cl)c23)C1,406.82,1.1,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1.1
CHEMBL1170448,Cc1c[nH]c2ncnc(N3CC[C@](N)(CNC(=O)c4ccc(F)cc4F)C3)c12,386.41,1.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1.0
CHEMBL1169610,N[C@]1(CNC(=O)c2ccc(F)cc2)CCN(c2ncnc3[nH]cc(Cl)c23)C1,388.83,2.6,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2.6
CHEMBL1173384,Cc1c[nH]c2ncnc(N3CCC(N)(CNC=O)C3)c12,274.33,160.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,160.0
CHEMBL380958,OC(COc1cncc(/C=C/c2ccncc2)c1)Cc1c[nH]c2ccccc12,371.44,24010.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,24010.0
CHEMBL596073,Cc1n[nH]c2ccc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)nc12,464.53,12.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,12.0
CHEMBL594933,Cc1n[nH]c2cnc(-c3cc(OC[C@@H](N)Cc4c[nH]c5ccccc45)cnc3-c3ccoc3)cc12,464.53,1.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1.0
CHEMBL362558,O=C1NC(=O)C(c2cnc3ccccn23)=C1c1cn2c3c(cc(F)cc13)CN(C(=O)N1CCCCC1)CC2,512.55,20000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,20000.0
CHEMBL259982,c1ccc(-c2cc3cccnc3nc2-c2ccc(CN3CCC(c4cc(-c5ccccn5)[nH]n4)CC3)cc2)cc1,522.66,44.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,44.0
CHEMBL262341,O=C1N=CC=C2N=C(c3ccc(CN4CCC(c5n[nH]c(-c6ccccn6)n5)CC4)cc3)C(c3ccccc3)=CC12,539.64,16.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,16.0
CHEMBL2325740,COCCC(NC(=O)C1(N)CCN(c2ncnc3[nH]ccc23)CC1)c1ccc(Cl)cc1,442.95,9.5,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,9.5
CHEMBL1173306,Cc1c[nH]c2ncnc(N3CC[C@@H](NCc4ccccc4)C3)c12,307.4,2400.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2400.0
CHEMBL5948798,NC1(C(=O)N[C@@H](CCO)c2ccc(Br)cc2)CCN(c2ncnc3[nH]ccc23)CC1,473.38,2.2,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2.2
CHEMBL5914899,NC1(C(=O)N[C@H](CCCN2CCCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,510.09,48.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,48.0
CHEMBL2325728,NC1(C(=O)N[C@@H](CCN2CCCC2)c2ccc(Cl)cc2)CCN(c2ncnc3[nH]ccc23)CC1,482.03,3.9,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,3.9
CHEMBL565612,CN1CCN(c2nc(C3=C(c4c[nH]c5ccccc45)C(=O)NC3=O)c3ccccc3n2)CC1,438.49,10000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,10000.0
CHEMBL103667,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,527.67,30000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,30000.0
CHEMBL1257511,Cc1ccc2ncnc(N3CCN(C(=O)[C@H](N)Cc4ccc(Cl)cc4)CC3)c2c1,409.92,54.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,54.0
CHEMBL1258215,N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ccnc3ccnn23)CC1,384.87,3321.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,3321.0
CHEMBL1258553,N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3[nH]ncc23)CC1,385.86,104.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,104.0
CHEMBL1258781,N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3[nH]cc(Cl)c23)CC1,419.32,1.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1.0
CHEMBL3355022,CO[C@H]1C[C@@H](c2nc3cccc(Cl)c3c(=O)n2-c2ccccc2)N(c2ncnc(N)c2C#N)C1,473.92,35.0,nM,CHEMBL3267,"Phosphatidylinositol 4,5-bisphosphate 3-kinase catalytic subunit gamma isoform",35.0
CHEMBL3358966,COc1cc(-c2nc(-c3c[nH]c4ccccc34)c[nH]c2=O)cc(OC)c1OC,377.4,100000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,100000.0
CHEMBL446779,CN1CCN(Cc2nnc3c4cc(-c5ccccc5)c(-c5ccc(CN6CCC(c7n[nH]c(-c8ccccn8)n7)CC6)cc5)nc4ccn23)CC1,675.84,62.5,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,62.5
CHEMBL447114,O=c1[nH]ccc2nc(-c3ccc(CN4CCC(c5nnc(-c6ncccn6)[nH]5)CC4)cc3)c(-c3ccccc3)cc12,540.63,23.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,23.0
CHEMBL371695,Cc1n[nH]c2sc(C(N)=O)c(NC(=O)c3ccccc3Cl)c12,334.79,100000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,100000.0
CHEMBL370199,COC(=O)C(=O)Nc1c(C(N)=O)sc2[nH]nc(C)c12,282.28,100000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,100000.0
CHEMBL5991040,O=C1CNc2ncnc(N3CCN(C(CN4CCCCC4)c4ccc(Cl)c(F)c4)CC3)c2N1,473.98,750.0,nM,CHEMBL1255161,Proline-rich AKT1 substrate 1,750.0
CHEMBL445212,CN1CCN(c2ncc3cc(-c4ccccc4)c(-c4ccc(CN5CCC(c6nnc(-c7ccc(N)nc7)[nH]6)CC5)cc4)nc3n2)CC1,637.8,20.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,20.0
CHEMBL502393,Nc1ccc(-c2nnc(C3CCN(Cc4ccc(-c5nc6cc[nH]c(=O)c6cc5-c5ccccc5)cc4)CC3)[nH]2)cn1,554.66,26.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,26.0
CHEMBL488428,O=c1ccc(-c2nnc(C3CCN(Cc4ccc(-c5nc6cc[nH]c(=O)c6cc5-c5ccccc5)cc4)CC3)[nH]2)c[nH]1,555.64,62.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,62.0
CHEMBL5746361,Cc1ccc(C(CNCCN(C)C)N2CCN(c3ncnc4c3NC(=O)CN4)CC2)cc1,438.58,1000.0,nM,CHEMBL1255161,Proline-rich AKT1 substrate 1,1000.0
CHEMBL5814373,O=C1CNc2ncnc(N3CCN(C(CN4CCCCC4)c4ccc(F)cc4)CC3)c2N1,439.54,1000.0,nM,CHEMBL1255161,Proline-rich AKT1 substrate 1,1000.0
CHEMBL5788575,CN(C)CC(c1ccccc1F)N1CCN(c2ncnc3c2NC(=O)CN3)CC1,399.47,1000.0,nM,CHEMBL1255161,Proline-rich AKT1 substrate 1,1000.0
CHEMBL5870614,CN(C)CC(c1ccccc1Cl)N1CCN(c2ncnc3c2NC(=O)CN3)CC1,415.93,1000.0,nM,CHEMBL1255161,Proline-rich AKT1 substrate 1,1000.0
CHEMBL5845063,O=C1CNc2ncnc(N3CCN(C(CN4CCCCC4)c4ccccc4Cl)CC3)c2N1,455.99,1000.0,nM,CHEMBL1255161,Proline-rich AKT1 substrate 1,1000.0
CHEMBL5849816,CN(C)CC(c1ccc(Cl)c(F)c1)N1CCN(c2ncnc3c2NC(=O)CN3)CC1,433.92,300.0,nM,CHEMBL1255161,Proline-rich AKT1 substrate 1,300.0
CHEMBL1933552,C[C@@H]1CCC(N2CC[C@]3(CN(C(=O)c4cc5ccc(F)cc5[nH]4)c4ccccc43)C2)CN1,432.54,30000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,30000.0
CHEMBL1760759,CCOCCN(C[C@@H](O)CN1CCCC2(CCN(c3ncnc4[nH]cc(C)c34)C2)C1)S(=O)(=O)c1c(C)cccc1C,584.79,180.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,180.0
CHEMBL1760760,CCOCCN(C[C@@H](O)CN1CCC2(CCN(c3ncnc4[nH]nc(C)c34)C2)C1)S(=O)(=O)c1c(C)cccc1C,571.75,3100.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,3100.0
CHEMBL1760766,Cc1cccc(C)c1S(=O)(=O)N1CCC[C@H]1[C@H](O)CN1CCC[C@@]2(CCN(c3ncnc(N)c3C3CC3)C2)C1,554.76,13000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,13000.0
CHEMBL383254,NCC(c1ccccc1)c1cncc(/C=C/c2ccncc2)c1,301.39,284.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,284.0
CHEMBL206382,NCCOc1cncc(/C=C/c2ccncc2)c1,241.29,5080.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,5080.0
CHEMBL221064,O=C1C(Sc2ccc(Cl)c(Cl)c2)=C(Cl)C(=O)c2[nH]ncc21,359.62,12300.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,12300.0
CHEMBL223314,O=C1C(Nc2ccc(F)cc2F)=C(Cl)C(=O)c2[nH]ncc21,309.66,16000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,16000.0
CHEMBL221222,Cc1cc(C)cc(SC2=C(Cl)C(=O)c3[nH]ncc3C2=O)c1,318.79,50000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,50000.0
CHEMBL515982,C=C(CC[C@@H](C)[C@H]1CC[C@H]2[C@H](CCc3cc(O)ccc3C)[C@H](O)CC[C@]12C)C(C)C,412.66,100000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,100000.0
CHEMBL597754,CNC(=O)c1nn(C)c2c1CCc1cnc(NC3CCN(C(=O)C4CCN(S(C)(=O)=O)CC4)CC3)nc1-2,530.66,10000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,10000.0
CHEMBL447328,c1ccc(-c2cc3c(ccn4cnnc34)nc2-c2ccc(CN3CCC(c4n[nH]c(-c5ccccn5)n4)CC3)cc2)cc1,563.67,4.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,4.0
CHEMBL1081118,N[C@H](CCc1nc(-c2ccc3cnccc3c2)no1)Cc1ccc(C(F)(F)F)cc1,412.42,1600.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1600.0
CHEMBL1081628,N[C@H](CNc1nnc(-c2ccc3[nH]ncc3c2)s1)Cc1ccc(C(F)(F)F)cc1,418.45,6.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,6.0
CHEMBL4795065,C=CC(=O)Nc1ccc2[nH]c(=O)n(C3CCN(Cc4ccc(-c5nc6cc[nH]c(=O)c6cc5-c5ccccc5)cc4)CC3)c2c1,596.69,0.8,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,0.8
CHEMBL1632377,C[C@@H]1SCc2ncnc(N3CCN(C(=O)[C@H](N)Cc4ccc(F)c(F)c4)CC3)c21,419.5,4.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,4.0
CHEMBL1632381,C[C@@H]1SCc2ncnc(N3CCN(C(=O)C(Cc4ccc(Cl)cc4)CN4CCCC4)CC3)c21,486.09,3.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,3.0
CHEMBL1632383,CC(C)NCC(Cc1ccc(F)c(F)c1)C(=O)N1CCN(c2ncnc3c2[C@H](C)SC3)CC1,475.61,10.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,10.0
CHEMBL1632386,C[C@@H]1SCc2ncnc(N3CCN(C(=O)C(Cc4ccc(Cl)c(F)c4)CC4(N)CC4)CC3)c21,490.05,3.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,3.0
CHEMBL1632392,C[C@@H]1OCc2ncnc(N3CCN(C(=O)C(Cc4ccc(Cl)c(F)c4)CC(C)(C)N)CC3)c21,476.0,18.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,18.0
CHEMBL1257513,CC(C)c1ccc(C[C@@H](CN)C(=O)N2CCN(c3ncnc4[nH]ccc34)CC2)cc1,406.53,604.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,604.0
CHEMBL1258780,N[C@H](Cc1ccc(Cl)cc1)C(=O)N1CCN(c2ncnc3[nH]cc(C4CC4)c23)CC1,424.94,2.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,2.0
CHEMBL3112595,CC(C)(C)NC(c1ccc(Cl)cc1)c1ccc(-c2cn[nH]c2)cc1,339.87,38.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,38.0
CHEMBL3113135,CC(C)CNC(c1ccc(Cl)cc1)c1ccc(-c2ccncc2)cc1,350.89,1430.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1430.0
CHEMBL3113130,Clc1ccc(C(NC2CC2)c2ccc(-c3ncnc4[nH]cnc34)cc2)cc1,375.86,470.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,470.0
CHEMBL604684,COc1ccccc1-c1ncc(OC[C@@H](N)Cc2ccccc2)cc1-c1ccc2[nH]nc(C)c2c1,464.57,100.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,100.0
CHEMBL590109,NCCn1cc(-c2cc(-c3cc4ccccc4s3)c3[nH]ncc3c2)c2nc(N)ncc21,425.52,1000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1000.0
CHEMBL448003,N=C(N)NCCNc1ccc(C(=O)Nc2ccc(N(Cc3ccc(F)cc3)Cc3ccc(F)cc3)cc2)cc1-c1ccccc1,604.71,55000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,55000.0
CHEMBL453745,N=C(N)NCCNc1ccc(C(=O)Nc2ccc(N(Cc3cccc4ccccc34)Cc3cccc4ccccc34)cc2)cc1-c1ccccc1,668.85,43000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,43000.0
CHEMBL446829,N=C(N)NCCNc1ccc(C(=O)Nc2ccc(N(Cc3ccc4ccccc4c3)Cc3ccc4ccccc4c3)cc2)cc1-c1ccccc1,668.85,23000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,23000.0
CHEMBL449678,N#Cc1ccc(CN(Cc2ccc(C#N)cc2)c2ccc(NC(=O)c3ccc(NCCNC(=N)N)c(-c4ccccc4)c3)cc2)cc1,618.75,19000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,19000.0
CHEMBL447960,CC(C)c1ccc(CN(Cc2ccc(C(C)C)cc2)c2ccc(NC(=O)c3ccc(NCCNC(=N)N)c(-c4ccc5ccccc5c4)c3)cc2)cc1,702.95,38000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,38000.0
CHEMBL509490,N#Cc1ccc(CN(Cc2ccc(C#N)cc2)c2ccc(NC(=O)c3ccc(NCCNC(=N)N)c(-c4ccc5ccccc5c4)c3)cc2)cc1,668.81,17000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,17000.0
CHEMBL457630,CC(=O)Nc1ccc(-c2cc(C(=O)Nc3ccc(N(Cc4ccccc4)Cc4ccccc4)cc3)ccc2NCCNC(=N)N)cc1,625.78,253000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,253000.0
CHEMBL444730,N=C(N)NCCNc1ccc(C(=O)Nc2ccc(N(Cc3ccccc3)Cc3ccccc3)cc2)cc1-c1ccc2ccccc2c1,618.79,44000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,44000.0
CHEMBL448803,N#Cc1ccc(CN(Cc2ccc(C#N)cc2)c2ccc3[nH]c(-c4ccc(NC(=O)CNC(=N)N)cc4)cc3c2)cc1,552.64,32000.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,32000.0
CHEMBL1081628,N[C@H](CNc1nnc(-c2ccc3[nH]ncc3c2)s1)Cc1ccc(C(F)(F)F)cc1,418.45,154.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,154.0
CHEMBL1081439,N[C@H](CNc1nnc(-c2ccc3[nH]ncc3c2)s1)Cc1ccc(F)cc1,368.44,368.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,368.0
CHEMBL1080911,Cc1n[nH]c2ccc(-c3nnc(NC[C@@H](N)Cc4ccc(C(F)(F)F)cc4)s3)cc12,432.48,5.5,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,5.5
CHEMBL4129379,C[C@@H]1CC(=O)Nc2ncnc(N3CCC(c4nc(CCC(F)(F)F)cn4CCN4CCCC4)CC3)c21,505.59,92.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,92.0
CHEMBL255835,Nc1ncnc2nc(-c3ccc(CN4CCC(c5cc(-c6ccncc6)[nH]n5)CC4)cc3)c(-c3ccccc3)cc12,538.66,21.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,21.0
CHEMBL401622,Cn1nc(N)c2cc(-c3ccccc3)c(-c3ccc(CN4CCC(n5c(=O)[nH]c6ccccc65)CC4)cc3)nc21,529.65,121.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,121.0
CHEMBL253457,Nc1ncnc2nc(-c3ccc(CN4CCC(c5nc6ccc(F)cc6[nH]5)CC4)cc3)c(-c3ccccc3)cc12,529.62,277.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,277.0
CHEMBL261540,c1ccc(-c2cc3cccnc3nc2-c2ccc(CN3CCC(c4cc(-c5ccncc5)[nH]n4)CC3)cc2)cc1,522.66,369.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,369.0
CHEMBL258696,CCN(CC)CCNC(=O)c1ccc2nc(-c3ccccc3)c(-c3ccc(CN4CCC(n5c(=O)[nH]c6ccccc65)CC4)cc3)nc2c1,653.83,527.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,527.0
CHEMBL1823658,O=C(NC(c1cncnc1)c1ccc(Cl)c(Cl)c1)c1ccc2cnccc2c1,409.28,12650.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,12650.0
CHEMBL208014,N[C@H](COc1cncc(-c2ccc3c(Cl)nccc3c2)c1)Cc1c[nH]c2ccccc12,428.92,778.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,778.0
CHEMBL470597,NC[C@H](Cc1ccccc1)NC(=O)c1cc(Br)c(-c2ccnc3[nH]ccc23)s1,455.38,1.0,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,1.0
CHEMBL259265,c1ccc2c(c1)N(c1ncnc3[nH]ccc13)CC21CCNCC1,305.39,5.3,nM,CHEMBL4282,RAC-alpha serine/threonine-protein kinase,5.3
